OL_REF	LANG	EXPR_NO	TOKEN_POS	SOURCE_EXPRESSION	DIGIT_VALUE	ORIGIN	OL_TEXT
2KI 17:5	HEB	1	10	שָׁלֹ֥שׁ	3	RAW_PARSER	וַיַּ֥עַל מֶֽלֶךְ־אַשּׁ֖וּר בְּכָל־הָאָ֑רֶץ וַיַּ֙עַל֙ שֹׁמְר֔וֹן וַיָּ֥צַר עָלֶ֖יהָ שָׁלֹ֥שׁ שָׁנִֽים׃
2KI 17:6	HEB	1	2	הַתְּשִׁיעִ֜ית	9	RAW_PARSER	בִּשְׁנַ֨ת הַתְּשִׁיעִ֜ית לְהוֹשֵׁ֗עַ לָכַ֤ד מֶֽלֶךְ־אַשּׁוּר֙ אֶת־שֹׁ֣מְר֔וֹן וַיֶּ֥גֶל אֶת־יִשְׂרָאֵ֖ל אַשּׁ֑וּרָה וַיֹּ֨שֶׁב אֹתָ֜ם בַּחְלַ֧ח וּבְחָב֛וֹר נְהַ֥ר גּוֹזָ֖ן וְעָרֵ֥י מָדָֽי׃ פ
2KI 17:16	HEB	1	11	שְׁנֵ֣י	2	RAW_PARSER	וַיַּעַזְב֗וּ אֶת־כָּל־מִצְוֺת֙ יְהוָ֣ה אֱלֹהֵיהֶ֔ם וַיַּעֲשׂ֥וּ לָהֶ֛ם מַסֵּכָ֖ה *שְׁנֵים **שְׁנֵ֣י עֲגָלִ֑ים וַיַּעֲשׂ֣וּ אֲשֵׁירָ֗ה וַיִּֽשְׁתַּחֲווּ֙ לְכָל־צְבָ֣א הַשָּׁמַ֔יִם וַיַּעַבְד֖וּ אֶת־הַבָּֽעַל׃
2KI 17:27	HEB	1	7	אֶחָ֤ד	1	RAW_PARSER	וַיְצַ֨ו מֶֽלֶךְ־אַשּׁ֜וּר לֵאמֹ֗ר הֹלִ֤יכוּ שָׁ֙מָּה֙ אֶחָ֤ד מֵהַכֹּֽהֲנִים֙ אֲשֶׁ֣ר הִגְלִיתֶ֣ם מִשָּׁ֔ם וְיֵלְכ֖וּ וְיֵ֣שְׁבוּ שָׁ֑ם וְיֹרֵ֕ם אֶת־מִשְׁפַּ֖ט אֱלֹהֵ֥י הָאָֽרֶץ׃
2KI 17:28	HEB	1	2	אֶחָ֣ד	1	RAW_PARSER	וַיָּבֹ֞א אֶחָ֣ד מֵהַכֹּהֲנִ֗ים אֲשֶׁ֤ר הִגְלוּ֙ מִשֹּׁ֣מְר֔וֹן וַיֵּ֖שֶׁב בְּבֵֽית־אֵ֑ל וַֽיְהִי֙ מוֹרֶ֣ה אֹתָ֔ם אֵ֖יךְ יִֽירְא֥וּ אֶת־יְהוָֽה׃
2KI 17:34	HEB	1	7	הָרִֽאשֹׁנִ֑ים	1	RAW_PARSER	עַ֣ד הַיּ֤וֹם הַזֶּה֙ הֵ֣ם עֹשִׂ֔ים כַּמִּשְׁפָּטִ֖ים הָרִֽאשֹׁנִ֑ים אֵינָ֤ם יְרֵאִים֙ אֶת־יְהוָ֔ה וְאֵינָ֣ם עֹשִׂ֗ים כְּחֻקֹּתָם֙ וּכְמִשְׁפָּטָ֔ם וְכַתּוֹרָ֣ה וְכַמִּצְוָ֗ה אֲשֶׁ֨ר צִוָּ֤ה יְהוָה֙ אֶת־בְּנֵ֣י יַעֲקֹ֔ב אֲשֶׁר־שָׂ֥ם שְׁמ֖וֹ יִשְׂרָאֵֽל׃
2KI 17:40	HEB	1	6	הָֽרִאשׁ֖וֹן	1	RAW_PARSER	וְלֹ֖א שָׁמֵ֑עוּ כִּ֛י אִֽם־כְּמִשְׁפָּטָ֥ם הָֽרִאשׁ֖וֹן הֵ֥ם עֹשִֽׂים׃
2KI 18:1	HEB	1	3	שָׁלֹ֔שׁ	3	RAW_PARSER	וַֽיְהִי֙ בִּשְׁנַ֣ת שָׁלֹ֔שׁ לְהוֹשֵׁ֥עַ בֶּן־אֵלָ֖ה מֶ֣לֶךְ יִשְׂרָאֵ֑ל מָלַ֛ךְ חִזְקִיָּ֥ה בֶן־אָחָ֖ז מֶ֥לֶךְ יְהוּדָֽה׃
2KI 18:2	HEB	1	2	עֶשְׂרִ֨ים וְחָמֵ֤שׁ	25	RAW_PARSER	בֶּן־עֶשְׂרִ֨ים וְחָמֵ֤שׁ שָׁנָה֙ הָיָ֣ה בְמָלְכ֔וֹ וְעֶשְׂרִ֤ים וָתֵ֙שַׁע֙ שָׁנָ֔ה מָלַ֖ךְ בִּירוּשָׁלָ֑͏ִם וְשֵׁ֣ם אִמּ֔וֹ אֲבִ֖י בַּת־זְכַרְיָֽה׃
2KI 18:2	HEB	2	7	וְעֶשְׂרִ֤ים וָתֵ֙שַׁע֙	29	RAW_PARSER	בֶּן־עֶשְׂרִ֨ים וְחָמֵ֤שׁ שָׁנָה֙ הָיָ֣ה בְמָלְכ֔וֹ וְעֶשְׂרִ֤ים וָתֵ֙שַׁע֙ שָׁנָ֔ה מָלַ֖ךְ בִּירוּשָׁלָ֑͏ִם וְשֵׁ֣ם אִמּ֔וֹ אֲבִ֖י בַּת־זְכַרְיָֽה׃
2KI 18:9	HEB	1	3	הָֽרְבִיעִית֙	4	RAW_PARSER	וַֽיְהִ֞י בַּשָּׁנָ֤ה הָֽרְבִיעִית֙ לַמֶּ֣לֶךְ חִזְקִיָּ֔הוּ הִ֚יא הַשָּׁנָ֣ה הַשְּׁבִיעִ֔ית לְהוֹשֵׁ֥עַ בֶּן־אֵלָ֖ה מֶ֣לֶךְ יִשְׂרָאֵ֑ל עָלָ֞ה שַׁלְמַנְאֶ֧סֶר מֶֽלֶךְ־אַשּׁ֛וּר עַל־שֹׁמְר֖וֹן וַיָּ֥צַר עָלֶֽיהָ׃
2KI 18:9	HEB	2	8	הַשְּׁבִיעִ֔ית	7	RAW_PARSER	וַֽיְהִ֞י בַּשָּׁנָ֤ה הָֽרְבִיעִית֙ לַמֶּ֣לֶךְ חִזְקִיָּ֔הוּ הִ֚יא הַשָּׁנָ֣ה הַשְּׁבִיעִ֔ית לְהוֹשֵׁ֥עַ בֶּן־אֵלָ֖ה מֶ֣לֶךְ יִשְׂרָאֵ֑ל עָלָ֞ה שַׁלְמַנְאֶ֧סֶר מֶֽלֶךְ־אַשּׁ֛וּר עַל־שֹׁמְר֖וֹן וַיָּ֥צַר עָלֶֽיהָ׃
2KI 18:10	HEB	1	3	שָׁלֹ֣שׁ	3	RAW_PARSER	וַֽיִּלְכְּדֻ֗הָ מִקְצֵה֙ שָׁלֹ֣שׁ שָׁנִ֔ים בִּשְׁנַת־שֵׁ֖שׁ לְחִזְקִיָּ֑ה הִ֣יא שְׁנַת־תֵּ֗שַׁע לְהוֹשֵׁ֙עַ֙ מֶ֣לֶךְ יִשְׂרָאֵ֔ל נִלְכְּדָ֖ה שֹׁמְרֽוֹן׃
2KI 18:10	HEB	2	6	שֵׁ֖שׁ	6	RAW_PARSER	וַֽיִּלְכְּדֻ֗הָ מִקְצֵה֙ שָׁלֹ֣שׁ שָׁנִ֔ים בִּשְׁנַת־שֵׁ֖שׁ לְחִזְקִיָּ֑ה הִ֣יא שְׁנַת־תֵּ֗שַׁע לְהוֹשֵׁ֙עַ֙ מֶ֣לֶךְ יִשְׂרָאֵ֔ל נִלְכְּדָ֖ה שֹׁמְרֽוֹן׃
2KI 18:10	HEB	3	10	תֵּ֗שַׁע	9	RAW_PARSER	וַֽיִּלְכְּדֻ֗הָ מִקְצֵה֙ שָׁלֹ֣שׁ שָׁנִ֔ים בִּשְׁנַת־שֵׁ֖שׁ לְחִזְקִיָּ֑ה הִ֣יא שְׁנַת־תֵּ֗שַׁע לְהוֹשֵׁ֙עַ֙ מֶ֣לֶךְ יִשְׂרָאֵ֔ל נִלְכְּדָ֖ה שֹׁמְרֽוֹן׃
2KI 18:13	HEB	1	1	וּבְאַרְבַּע֩ עֶשְׂרֵ֨ה	14	RAW_PARSER	וּבְאַרְבַּע֩ עֶשְׂרֵ֨ה שָׁנָ֜ה לַמֶּ֣לֶךְ חִזְקִיָּ֗ה עָלָ֞ה סַנְחֵרִ֤יב מֶֽלֶךְ־אַשּׁוּר֙ עַ֣ל כָּל־עָרֵ֧י יְהוּדָ֛ה הַבְּצֻר֖וֹת וַֽיִּתְפְּשֵֽׂם׃
2KI 18:14	HEB	1	25	שְׁלֹ֤שׁ מֵאוֹת֙	300	RAW_PARSER	וַיִּשְׁלַ֣ח חִזְקִיָּ֣ה מֶֽלֶךְ־יְהוּדָ֣ה אֶל־מֶֽלֶךְ־אַשּׁוּר֩_׀ לָכִ֨ישָׁה_׀ לֵאמֹ֤ר_׀ חָטָ֙אתִי֙ שׁ֣וּב מֵֽעָלַ֔י אֵ֛ת אֲשֶׁר־תִּתֵּ֥ן עָלַ֖י אֶשָּׂ֑א וַיָּ֨שֶׂם מֶֽלֶךְ־אַשּׁ֜וּר עַל־חִזְקִיָּ֣ה מֶֽלֶךְ־יְהוּדָ֗ה שְׁלֹ֤שׁ מֵאוֹת֙ כִּכַּר־כֶּ֔סֶף וּשְׁלֹשִׁ֖ים כִּכַּ֥ר זָהָֽב׃
2KI 18:14	HEB	2	29	וּשְׁלֹשִׁ֖ים	30	RAW_PARSER	וַיִּשְׁלַ֣ח חִזְקִיָּ֣ה מֶֽלֶךְ־יְהוּדָ֣ה אֶל־מֶֽלֶךְ־אַשּׁוּר֩_׀ לָכִ֨ישָׁה_׀ לֵאמֹ֤ר_׀ חָטָ֙אתִי֙ שׁ֣וּב מֵֽעָלַ֔י אֵ֛ת אֲשֶׁר־תִּתֵּ֥ן עָלַ֖י אֶשָּׂ֑א וַיָּ֨שֶׂם מֶֽלֶךְ־אַשּׁ֜וּר עַל־חִזְקִיָּ֣ה מֶֽלֶךְ־יְהוּדָ֗ה שְׁלֹ֤שׁ מֵאוֹת֙ כִּכַּר־כֶּ֔סֶף וּשְׁלֹשִׁ֖ים כִּכַּ֥ר זָהָֽב׃
2KI 18:23	HEB	1	11	אַלְפַּ֣יִם	2000	RAW_PARSER	וְעַתָּה֙ הִתְעָ֣רֶב נָ֔א אֶת־אֲדֹנִ֖י אֶת־מֶ֣לֶךְ אַשּׁ֑וּר וְאֶתְּנָ֤ה לְךָ֙ אַלְפַּ֣יִם סוּסִ֔ים אִם־תּוּכַ֕ל לָ֥תֶת לְךָ֖ רֹכְבִ֥ים עֲלֵיהֶֽם׃
2KI 18:24	HEB	1	6	אַחַ֛ד	1	RAW_PARSER	וְאֵ֣יךְ תָּשִׁ֗יב אֵ֠ת פְּנֵ֨י פַחַ֥ת אַחַ֛ד עַבְדֵ֥י אֲדֹנִ֖י הַקְּטַנִּ֑ים וַתִּבְטַ֤ח לְךָ֙ עַל־מִצְרַ֔יִם לְרֶ֖כֶב וּלְפָרָשִֽׁים׃
2KI 19:29	HEB	1	8	הַשֵּׁנִ֖ית	2	RAW_PARSER	וְזֶה־לְּךָ֣ הָא֔וֹת אָכ֤וֹל הַשָּׁנָה֙ סָפִ֔יחַ וּבַשָּׁנָ֥ה הַשֵּׁנִ֖ית סָחִ֑ישׁ וּבַשָּׁנָ֣ה הַשְּׁלִישִׁ֗ית זִרְע֧וּ וְקִצְר֛וּ וְנִטְע֥וּ כְרָמִ֖ים וְאִכְל֥וּ פִרְיָֽם׃
2KI 19:29	HEB	2	11	הַשְּׁלִישִׁ֗ית	3	RAW_PARSER	וְזֶה־לְּךָ֣ הָא֔וֹת אָכ֤וֹל הַשָּׁנָה֙ סָפִ֔יחַ וּבַשָּׁנָ֥ה הַשֵּׁנִ֖ית סָחִ֑ישׁ וּבַשָּׁנָ֣ה הַשְּׁלִישִׁ֗ית זִרְע֧וּ וְקִצְר֛וּ וְנִטְע֥וּ כְרָמִ֖ים וְאִכְל֥וּ פִרְיָֽם׃
2KI 19:35	HEB	1	10	מֵאָ֛ה שְׁמוֹנִ֥ים וַחֲמִשָּׁ֖ה אָ֑לֶף	185000	RAW_PARSER	וַיְהִי֮ בַּלַּ֣יְלָה הַהוּא֒ וַיֵּצֵ֣א_׀ מַלְאַ֣ךְ יְהוָ֗ה וַיַּךְ֙ בְּמַחֲנֵ֣ה אַשּׁ֔וּר מֵאָ֛ה שְׁמוֹנִ֥ים וַחֲמִשָּׁ֖ה אָ֑לֶף וַיַּשְׁכִּ֣ימוּ בַבֹּ֔קֶר וְהִנֵּ֥ה כֻלָּ֖ם פְּגָרִ֥ים מֵתִֽים׃
2KI 20:5	HEB	1	23	הַשְּׁלִישִׁ֔י	3	RAW_PARSER	שׁ֣וּב וְאָמַרְתָּ֞ אֶל־חִזְקִיָּ֣הוּ נְגִיד־עַמִּ֗י כֹּֽה־אָמַ֤ר יְהוָה֙ אֱלֹהֵי֙ דָּוִ֣ד אָבִ֔יךָ שָׁמַ֙עְתִּי֙ אֶת־תְּפִלָּתֶ֔ךָ רָאִ֖יתִי אֶת־דִּמְעָתֶ֑ךָ הִנְנִי֙ רֹ֣פֶא לָ֔ךְ בַּיּוֹם֙ הַשְּׁלִישִׁ֔י תַּעֲלֶ֖ה בֵּ֥ית יְהוָֽה׃
2KI 20:6	HEB	1	4	חֲמֵ֤שׁ עֶשְׂרֵה֙	15	RAW_PARSER	וְהֹסַפְתִּ֣י עַל־יָמֶ֗יךָ חֲמֵ֤שׁ עֶשְׂרֵה֙ שָׁנָ֔ה וּמִכַּ֤ף מֶֽלֶךְ־אַשּׁוּר֙ אַצִּ֣ילְךָ֔ וְאֵ֖ת הָעִ֣יר הַזֹּ֑את וְגַנּוֹתִי֙ עַל־הָעִ֣יר הַזֹּ֔את לְמַֽעֲנִ֔י וּלְמַ֖עַן דָּוִ֥ד עַבְדִּֽי׃
2KI 20:8	HEB	1	13	הַשְּׁלִישִׁ֖י	3	RAW_PARSER	וַיֹּ֤אמֶר חִזְקִיָּ֙הוּ֙ אֶֽל־יְשַׁעְיָ֔הוּ מָ֣ה א֔וֹת כִּֽי־יִרְפָּ֥א יְהוָ֖ה לִ֑י וְעָלִ֛יתִי בַּיּ֥וֹם הַשְּׁלִישִׁ֖י בֵּ֥ית יְהוָֽה׃
2KI 20:9	HEB	1	17	עֶ֣שֶׂר	10	RAW_PARSER	וַיֹּ֣אמֶר יְשַׁעְיָ֗הוּ זֶה־לְּךָ֤ הָאוֹת֙ מֵאֵ֣ת יְהוָ֔ה כִּ֚י יַעֲשֶׂ֣ה יְהוָ֔ה אֶת־הַדָּבָ֖ר אֲשֶׁ֣ר דִּבֵּ֑ר הָלַ֤ךְ הַצֵּל֙ עֶ֣שֶׂר מַֽעֲל֔וֹת אִם־יָשׁ֖וּב עֶ֥שֶׂר מַעֲלֽוֹת׃
2KI 20:9	HEB	2	17	עֶ֥שֶׂר	10	RAW_PARSER	וַיֹּ֣אמֶר יְשַׁעְיָ֗הוּ זֶה־לְּךָ֤ הָאוֹת֙ מֵאֵ֣ת יְהוָ֔ה כִּ֚י יַעֲשֶׂ֣ה יְהוָ֔ה אֶת־הַדָּבָ֖ר אֲשֶׁ֣ר דִּבֵּ֑ר הָלַ֤ךְ הַצֵּל֙ עֶ֣שֶׂר מַֽעֲל֔וֹת אִם־יָשׁ֖וּב עֶ֥שֶׂר מַעֲלֽוֹת׃
2KI 20:10	HEB	1	6	עֶ֣שֶׂר	10	RAW_PARSER	וַיֹּ֙אמֶר֙ יְחִזְקִיָּ֔הוּ נָקֵ֣ל לַצֵּ֔ל לִנְט֖וֹת עֶ֣שֶׂר מַעֲל֑וֹת לֹ֣א כִ֔י יָשׁ֥וּב הַצֵּ֛ל אֲחֹרַנִּ֖ית עֶ֥שֶׂר מַעֲלֽוֹת׃
2KI 20:10	HEB	2	6	עֶ֥שֶׂר	10	RAW_PARSER	וַיֹּ֙אמֶר֙ יְחִזְקִיָּ֔הוּ נָקֵ֣ל לַצֵּ֔ל לִנְט֖וֹת עֶ֣שֶׂר מַעֲל֑וֹת לֹ֣א כִ֔י יָשׁ֥וּב הַצֵּ֛ל אֲחֹרַנִּ֖ית עֶ֥שֶׂר מַעֲלֽוֹת׃
2KI 20:11	HEB	1	15	עֶ֥שֶׂר	10	RAW_PARSER	וַיִּקְרָ֛א יְשַׁעְיָ֥הוּ הַנָּבִ֖יא אֶל־יְהוָ֑ה וַיָּ֣שֶׁב אֶת־הַצֵּ֗ל בַּֽ֠מַּעֲלוֹת אֲשֶׁ֨ר יָרְדָ֜ה בְּמַעֲל֥וֹת אָחָ֛ז אֲחֹֽרַנִּ֖ית עֶ֥שֶׂר מַעֲלֽוֹת׃ פ
2KI 21:1	HEB	1	2	שְׁתֵּ֨ים עֶשְׂרֵ֤ה	12	RAW_PARSER	בֶּן־שְׁתֵּ֨ים עֶשְׂרֵ֤ה שָׁנָה֙ מְנַשֶּׁ֣ה בְמָלְכ֔וֹ וַחֲמִשִּׁ֤ים וְחָמֵשׁ֙ שָׁנָ֔ה מָלַ֖ךְ בִּירוּשָׁלָ֑͏ִם וְשֵׁ֥ם אִמּ֖וֹ חֶפְצִי־בָֽהּ׃
2KI 21:1	HEB	2	7	וַחֲמִשִּׁ֤ים וְחָמֵשׁ֙	55	RAW_PARSER	בֶּן־שְׁתֵּ֨ים עֶשְׂרֵ֤ה שָׁנָה֙ מְנַשֶּׁ֣ה בְמָלְכ֔וֹ וַחֲמִשִּׁ֤ים וְחָמֵשׁ֙ שָׁנָ֔ה מָלַ֖ךְ בִּירוּשָׁלָ֑͏ִם וְשֵׁ֥ם אִמּ֖וֹ חֶפְצִי־בָֽהּ׃
2KI 21:5	HEB	1	6	בִּשְׁתֵּ֖י	2	RAW_PARSER	וַיִּ֥בֶן מִזְבְּח֖וֹת לְכָל־צְבָ֣א הַשָּׁמָ֑יִם בִּשְׁתֵּ֖י חַצְר֥וֹת בֵּית־יְהוָֽה׃
2KI 21:12	HEB	1	18	שְׁתֵּ֥י	2	RAW_PARSER	לָכֵ֗ן כֹּֽה־אָמַ֤ר יְהוָה֙ אֱלֹהֵ֣י יִשְׂרָאֵ֔ל הִנְנִי֙ מֵבִ֣יא רָעָ֔ה עַל־יְרוּשָׁלַ֖͏ִם וִֽיהוּדָ֑ה אֲשֶׁר֙ כָּל־*שֹׁמְעָיו **שֹׁ֣מְעָ֔הּ תִּצַּ֖לְנָה שְׁתֵּ֥י אָזְנָֽיו׃
2KI 21:19	HEB	1	2	עֶשְׂרִ֨ים וּשְׁתַּ֤יִם	22	RAW_PARSER	בֶּן־עֶשְׂרִ֨ים וּשְׁתַּ֤יִם שָׁנָה֙ אָמ֣וֹן בְּמָלְכ֔וֹ וּשְׁתַּ֣יִם שָׁנִ֔ים מָלַ֖ךְ בִּירוּשָׁלָ֑͏ִם וְשֵׁ֣ם אִמּ֔וֹ מְשֻׁלֶּ֥מֶת בַּת־חָר֖וּץ מִן־יָטְבָֽה׃
2KI 21:19	HEB	2	3	וּשְׁתַּ֣יִם	2	RAW_PARSER	בֶּן־עֶשְׂרִ֨ים וּשְׁתַּ֤יִם שָׁנָה֙ אָמ֣וֹן בְּמָלְכ֔וֹ וּשְׁתַּ֣יִם שָׁנִ֔ים מָלַ֖ךְ בִּירוּשָׁלָ֑͏ִם וְשֵׁ֣ם אִמּ֔וֹ מְשֻׁלֶּ֥מֶת בַּת־חָר֖וּץ מִן־יָטְבָֽה׃
2KI 22:1	HEB	1	2	שְׁמֹנֶ֤ה	8	RAW_PARSER	בֶּן־שְׁמֹנֶ֤ה שָׁנָה֙ יֹאשִׁיָּ֣הוּ בְמָלְכ֔וֹ וּשְׁלֹשִׁ֤ים וְאַחַת֙ שָׁנָ֔ה מָלַ֖ךְ בִּירוּשָׁלָ֑͏ִם וְשֵׁ֣ם אִמּ֔וֹ יְדִידָ֥ה בַת־עֲדָ֖יָה מִבָּצְקַֽת׃
2KI 22:1	HEB	2	6	וּשְׁלֹשִׁ֤ים וְאַחַת֙	31	RAW_PARSER	בֶּן־שְׁמֹנֶ֤ה שָׁנָה֙ יֹאשִׁיָּ֣הוּ בְמָלְכ֔וֹ וּשְׁלֹשִׁ֤ים וְאַחַת֙ שָׁנָ֔ה מָלַ֖ךְ בִּירוּשָׁלָ֑͏ִם וְשֵׁ֣ם אִמּ֔וֹ יְדִידָ֥ה בַת־עֲדָ֖יָה מִבָּצְקַֽת׃
2KI 22:3	HEB	1	2	בִּשְׁמֹנֶ֤ה עֶשְׂרֵה֙	18	RAW_PARSER	וַיְהִ֗י בִּשְׁמֹנֶ֤ה עֶשְׂרֵה֙ שָׁנָ֔ה לַמֶּ֖לֶךְ יֹאשִׁיָּ֑הוּ שָׁלַ֣ח הַ֠מֶּלֶךְ אֶת־שָׁפָ֨ן בֶּן־אֲצַלְיָ֤הוּ בֶן־מְשֻׁלָּם֙ הַסֹּפֵ֔ר בֵּ֥ית יְהוָ֖ה לֵאמֹֽר׃
2KI 23:12	HEB	1	17	בִּשְׁתֵּ֛י	2	RAW_PARSER	וְאֶֽת־הַֽמִּזְבְּח֡וֹת אֲשֶׁ֣ר עַל־הַגָּג֩ עֲלִיַּ֨ת אָחָ֜ז אֲשֶׁר־עָשׂ֣וּ_׀ מַלְכֵ֣י יְהוּדָ֗ה וְאֶת־הַֽמִּזְבְּחוֹת֙ אֲשֶׁר־עָשָׂ֣ה מְנַשֶּׁ֔ה בִּשְׁתֵּ֛י חַצְר֥וֹת בֵּית־יְהוָ֖ה נָתַ֣ץ הַמֶּ֑לֶךְ וַיָּ֣רָץ מִשָּׁ֔ם וְהִשְׁלִ֥יךְ אֶת־עֲפָרָ֖ם אֶל־נַ֥חַל קִדְרֽוֹן׃
2KI 23:23	HEB	1	3	בִּשְׁמֹנֶ֤ה עֶשְׂרֵה֙	18	RAW_PARSER	כִּ֗י אִם־בִּשְׁמֹנֶ֤ה עֶשְׂרֵה֙ שָׁנָ֔ה לַמֶּ֖לֶךְ יֹֽאשִׁיָּ֑הוּ נַעֲשָׂ֞ה הַפֶּ֧סַח הַזֶּ֛ה לַיהוָ֖ה בִּירוּשָׁלָֽ͏ִם׃
2KI 23:31	HEB	1	2	עֶשְׂרִ֨ים וְשָׁלֹ֤שׁ	23	RAW_PARSER	בֶּן־עֶשְׂרִ֨ים וְשָׁלֹ֤שׁ שָׁנָה֙ יְהוֹאָחָ֣ז בְּמָלְכ֔וֹ וּשְׁלֹשָׁ֣ה חֳדָשִׁ֔ים מָלַ֖ךְ בִּירוּשָׁלָ֑͏ִם וְשֵׁ֣ם אִמּ֔וֹ חֲמוּטַ֥ל בַּֽת־יִרְמְיָ֖הוּ מִלִּבְנָֽה׃
2KI 23:31	HEB	2	7	וּשְׁלֹשָׁ֣ה	3	RAW_PARSER	בֶּן־עֶשְׂרִ֨ים וְשָׁלֹ֤שׁ שָׁנָה֙ יְהוֹאָחָ֣ז בְּמָלְכ֔וֹ וּשְׁלֹשָׁ֣ה חֳדָשִׁ֔ים מָלַ֖ךְ בִּירוּשָׁלָ֑͏ִם וְשֵׁ֣ם אִמּ֔וֹ חֲמוּטַ֥ל בַּֽת־יִרְמְיָ֖הוּ מִלִּבְנָֽה׃
2KI 23:33	HEB	1	14	מֵאָ֥ה	100	RAW_PARSER	וַיַּאַסְרֵהוּ֩ פַרְעֹ֨ה נְכֹ֤ה בְרִבְלָה֙ בְּאֶ֣רֶץ חֲמָ֔ת *בִּמְלֹךְ **מִמְּלֹ֖ךְ בִּירוּשָׁלָ֑͏ִם וַיִּתֶּן־עֹ֙נֶשׁ֙ עַל־הָאָ֔רֶץ מֵאָ֥ה כִכַּר־כֶּ֖סֶף וְכִכַּ֥ר זָהָֽב׃
2KI 23:36	HEB	1	2	עֶשְׂרִ֨ים וְחָמֵ֤שׁ	25	RAW_PARSER	בֶּן־עֶשְׂרִ֨ים וְחָמֵ֤שׁ שָׁנָ֨ה יְהוֹיָקִ֣ים בְּמָלְכ֔וֹ וְאַחַ֤ת עֶשְׂרֵה֙ שָׁנָ֔ה מָלַ֖ךְ בִּירוּשָׁלָ֑͏ִם וְשֵׁ֣ם אִמּ֔וֹ *זְבִידָה **זְבוּדָּ֥ה בַת־פְּדָיָ֖ה מִן־רוּמָֽה׃
2KI 23:36	HEB	2	7	וְאַחַ֤ת עֶשְׂרֵה֙	11	RAW_PARSER	בֶּן־עֶשְׂרִ֨ים וְחָמֵ֤שׁ שָׁנָ֨ה יְהוֹיָקִ֣ים בְּמָלְכ֔וֹ וְאַחַ֤ת עֶשְׂרֵה֙ שָׁנָ֔ה מָלַ֖ךְ בִּירוּשָׁלָ֑͏ִם וְשֵׁ֣ם אִמּ֔וֹ *זְבִידָה **זְבוּדָּ֥ה בַת־פְּדָיָ֖ה מִן־רוּמָֽה׃
2KI 24:1	HEB	1	10	שָׁלֹ֣שׁ	3	RAW_PARSER	בְּיָמָ֣יו עָלָ֔ה נְבֻכַדְנֶאצַּ֖ר מֶ֣לֶךְ בָּבֶ֑ל וַיְהִי־ל֨וֹ יְהוֹיָקִ֥ים עֶ֙בֶד֙ שָׁלֹ֣שׁ שָׁנִ֔ים וַיָּ֖שָׁב וַיִּמְרָד־בּֽוֹ׃
2KI 24:8	HEB	1	2	שְׁמֹנֶ֨ה עֶשְׂרֵ֤ה	18	RAW_PARSER	בֶּן־שְׁמֹנֶ֨ה עֶשְׂרֵ֤ה שָׁנָה֙ יְהוֹיָכִ֣ין בְּמָלְכ֔וֹ וּשְׁלֹשָׁ֣ה חֳדָשִׁ֔ים מָלַ֖ךְ בִּירוּשָׁלָ֑͏ִם וְשֵׁ֣ם אִמּ֔וֹ נְחֻשְׁתָּ֥א בַת־אֶלְנָתָ֖ן מִירוּשָׁלָֽ͏ִם׃
2KI 24:8	HEB	2	7	וּשְׁלֹשָׁ֣ה	3	RAW_PARSER	בֶּן־שְׁמֹנֶ֨ה עֶשְׂרֵ֤ה שָׁנָה֙ יְהוֹיָכִ֣ין בְּמָלְכ֔וֹ וּשְׁלֹשָׁ֣ה חֳדָשִׁ֔ים מָלַ֖ךְ בִּירוּשָׁלָ֑͏ִם וְשֵׁ֣ם אִמּ֔וֹ נְחֻשְׁתָּ֥א בַת־אֶלְנָתָ֖ן מִירוּשָׁלָֽ͏ִם׃
2KI 24:12	HEB	1	18	שְׁמֹנֶ֖ה	8	RAW_PARSER	וַיֵּצֵ֞א יְהוֹיָכִ֤ין מֶֽלֶךְ־יְהוּדָה֙ עַל־מֶ֣לֶךְ בָּבֶ֔ל ה֣וּא וְאִמּ֔וֹ וַעֲבָדָ֖יו וְשָׂרָ֣יו וְסָֽרִיסָ֑יו וַיִּקַּ֤ח אֹתוֹ֙ מֶ֣לֶךְ בָּבֶ֔ל בִּשְׁנַ֥ת שְׁמֹנֶ֖ה לְמָלְכֽוֹ׃
2KI 24:14	HEB	1	13	עֲשֶׂ֤רֶת אֲלָפִים֙	10000	RAW_PARSER	וְהִגְלָ֣ה אֶת־כָּל־יְ֠רוּשָׁלַ͏ִם וְֽאֶת־כָּל־הַשָּׂרִ֞ים וְאֵ֣ת_׀ כָּל־גִּבּוֹרֵ֣י הַחַ֗יִל *עֲשָׂרָה **עֲשֶׂ֤רֶת אֲלָפִים֙ גּוֹלֶ֔ה וְכָל־הֶחָרָ֖שׁ וְהַמַּסְגֵּ֑ר לֹ֣א נִשְׁאַ֔ר זוּלַ֖ת דַּלַּ֥ת עַם־הָאָֽרֶץ׃
2KI 24:16	HEB	1	5	שִׁבְעַ֣ת אֲלָפִ֗ים	7000	RAW_PARSER	וְאֵת֩ כָּל־אַנְשֵׁ֨י הַחַ֜יִל שִׁבְעַ֣ת אֲלָפִ֗ים וְהֶחָרָ֤שׁ וְהַמַּסְגֵּר֙ אֶ֔לֶף הַכֹּ֕ל גִּבּוֹרִ֖ים עֹשֵׂ֣י מִלְחָמָ֑ה וַיְבִיאֵ֧ם מֶֽלֶךְ־בָּבֶ֛ל גּוֹלָ֖ה בָּבֶֽלָה׃
