BK	CH	VS	OL_REF	LANG	TOKEN_NO	TOKEN	CANON_TOKEN	ATOM_VALUE	ATOM_TYPE	STATUS	REASON	SEED_LEXEME_OCCURRENCES	OL_TEXT	COVERAGE_CLASS	SEMANTIC_VALUE	AUDIT_REASON
JDG	7	11	JDG 7:11	HEB	15	הַחֲמֻשִׁ֖ים	הַחֲמֻשִׁים	50	cardinal	NOVEL_NUMERIC_CANDIDATE		0	וְשָֽׁמַעְתָּ֙ מַה־יְדַבֵּ֔רוּ וְאַחַר֙ תֶּחֱזַ֣קְנָה יָדֶ֔יךָ וְיָרַדְתָּ֖ בַּֽמַּחֲנֶ֑ה וַיֵּ֤רֶד הוּא֙ וּפֻרָ֣ה נַעֲר֔וֹ אֶל־קְצֵ֥ה הַחֲמֻשִׁ֖ים אֲשֶׁ֥ר בַּֽמַּחֲנֶֽה׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
JDG	16	7	JDG 16:7	HEB	14	כְּאַחַ֥ד	כְּאַחַד	1	cardinal	NOVEL_NUMERIC_CANDIDATE		0	וַיֹּ֤אמֶר אֵלֶ֙יהָ֙ שִׁמְשׁ֔וֹן אִם־יַאַסְרֻ֗נִי בְּשִׁבְעָ֛ה יְתָרִ֥ים לַחִ֖ים אֲשֶׁ֣ר לֹא־חֹרָ֑בוּ וְחָלִ֥יתִי וְהָיִ֖יתִי כְּאַחַ֥ד הָאָדָֽם׃	NUMERIC	1	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
JDG	16	11	JDG 16:11	HEB	15	כְּאַחַ֥ד	כְּאַחַד	1	cardinal	NOVEL_NUMERIC_CANDIDATE		0	וַיֹּ֣אמֶר אֵלֶ֔יהָ אִם־אָס֤וֹר יַאַסְר֙וּנִי֙ בַּעֲבֹתִ֣ים חֲדָשִׁ֔ים אֲשֶׁ֛ר לֹֽא־נַעֲשָׂ֥ה בָהֶ֖ם מְלָאכָ֑ה וְחָלִ֥יתִי וְהָיִ֖יתִי כְּאַחַ֥ד הָאָדָֽם׃	NUMERIC	1	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
JDG	16	28	JDG 16:28	HEB	19	מִשְּׁתֵ֥י	מִשְּׁתֵי	2	cardinal_or_ordinal	NOVEL_NUMERIC_CANDIDATE		0	וַיִּקְרָ֥א שִׁמְשׁ֛וֹן אֶל־יְהוָ֖ה וַיֹּאמַ֑ר אֲדֹנָ֣י יֱהֹוִ֡ה זָכְרֵ֣נִי נָא֩ וְחַזְּקֵ֨נִי נָ֜א אַ֣ךְ הַפַּ֤עַם הַזֶּה֙ הָאֱלֹהִ֔ים וְאִנָּקְמָ֧ה נְקַם־אַחַ֛ת מִשְּׁתֵ֥י עֵינַ֖י מִפְּלִשְׁתִּֽים׃	NUMERIC	2	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
JDG	17	11	JDG 17:11	HEB	9	כְּאַחַ֖ד	כְּאַחַד	1	cardinal	NOVEL_NUMERIC_CANDIDATE		0	וַיּ֥וֹאֶל הַלֵּוִ֖י לָשֶׁ֣בֶת אֶת־הָאִ֑ישׁ וַיְהִ֤י הַנַּ֙עַר֙ ל֔וֹ כְּאַחַ֖ד מִבָּנָֽיו׃	NUMERIC	1	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
JDG	18	29	JDG 18:29	HEB	15	לָרִאשֹׁנָֽה׃	לָרִאשֹׁנָה	1	ordinal	NOVEL_NUMERIC_CANDIDATE		0	וַיִּקְרְא֤וּ שֵׁם־הָעִיר֙ דָּ֔ן בְּשֵׁם֙ דָּ֣ן אֲבִיהֶ֔ם אֲשֶׁ֥ר יוּלַּ֖ד לְיִשְׂרָאֵ֑ל וְאוּלָ֛ם לַ֥יִשׁ שֵׁם־הָעִ֖יר לָרִאשֹׁנָֽה׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
JDG	20	32	JDG 20:32	HEB	7	כְּבָרִאשֹׁנָ֑ה	כְּבָרִאשֹׁנָה	1	ordinal	NOVEL_NUMERIC_CANDIDATE		0	וַיֹּֽאמְרוּ֙ בְּנֵ֣י בִנְיָמִ֔ן נִגָּפִ֥ים הֵ֛ם לְפָנֵ֖ינוּ כְּבָרִאשֹׁנָ֑ה וּבְנֵ֧י יִשְׂרָאֵ֣ל אָמְר֗וּ נָנ֙וּסָה֙ וּֽנְתַקְּנֻ֔הוּ מִן־הָעִ֖יר אֶל־הַֽמְסִלּֽוֹת׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
JER	10	2	JER 10:2	HEB	9	וּמֵאֹת֥וֹת	וּמֵאֹתוֹת	100	scale100	NOVEL_NUMERIC_CANDIDATE		0	כֹּ֣ה_׀ אָמַ֣ר יְהוָ֗ה אֶל־דֶּ֤רֶךְ הַגּוֹיִם֙ אַל־תִּלְמָ֔דוּ וּמֵאֹת֥וֹת הַשָּׁמַ֖יִם אַל־תֵּחָ֑תּוּ כִּֽי־יֵחַ֥תּוּ הַגּוֹיִ֖ם מֵהֵֽמָּה׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
JER	31	19	JER 31:19	HEB	10	בֹּ֚שְׁתִּי	בֹּשְׁתִּי	2	cardinal_or_ordinal	NOVEL_NUMERIC_CANDIDATE		0	כִּֽי־אַחֲרֵ֤י שׁוּבִי֙ נִחַ֔מְתִּי וְאַֽחֲרֵי֙ הִוָּ֣דְעִ֔י סָפַ֖קְתִּי עַל־יָרֵ֑ךְ בֹּ֚שְׁתִּי וְגַם־נִכְלַ֔מְתִּי כִּ֥י נָשָׂ֖אתִי חֶרְפַּ֥ת נְעוּרָֽי׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
JER	31	21	JER 31:21	HEB	7	שִׁ֣תִי	שִׁתִי	2	cardinal_or_ordinal	NOVEL_NUMERIC_CANDIDATE		0	הַצִּ֧יבִי לָ֣ךְ צִיֻּנִ֗ים שִׂ֤מִי לָךְ֙ תַּמְרוּרִ֔ים שִׁ֣תִי לִבֵּ֔ךְ לַֽמְסִלָּ֖ה דֶּ֣רֶךְ *הָלָכְתִּי **הָלָ֑כְתְּ שׁ֚וּבִי בְּתוּלַ֣ת יִשְׂרָאֵ֔ל שֻׁ֖בִי אֶל־עָרַ֥יִךְ אֵֽלֶּה׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
JER	31	29	JER 31:29	HEB	9	וְשִׁנֵּ֥י	וְשִׁנֵּי	2	cardinal_or_ordinal	NOVEL_NUMERIC_CANDIDATE		0	בַּיָּמִ֣ים הָהֵ֔ם לֹא־יֹאמְר֣וּ ע֔וֹד אָב֖וֹת אָ֣כְלוּ בֹ֑סֶר וְשִׁנֵּ֥י בָנִ֖ים תִּקְהֶֽינָה׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
JER	33	7	JER 33:7	HEB	9	כְּבָרִֽאשֹׁנָֽה׃	כְּבָרִאשֹׁנָה	1	ordinal	NOVEL_NUMERIC_CANDIDATE		0	וַהֲשִֽׁבֹתִי֙ אֶת־שְׁב֣וּת יְהוּדָ֔ה וְאֵ֖ת שְׁב֣וּת יִשְׂרָאֵ֑ל וּבְנִתִ֖ים כְּבָרִֽאשֹׁנָֽה׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
JER	33	11	JER 33:11	HEB	30	כְּבָרִאשֹׁנָ֖ה	כְּבָרִאשֹׁנָה	1	ordinal	NOVEL_NUMERIC_CANDIDATE		0	ק֣וֹל שָׂשׂ֞וֹן וְק֣וֹל שִׂמְחָ֗ה ק֣וֹל חָתָן֮ וְק֣וֹל כַּלָּה֒ ק֣וֹל אֹמְרִ֡ים הוֹדוּ֩ אֶת־יְהוָ֨ה צְבָא֜וֹת כִּֽי־ט֤וֹב יְהוָה֙ כִּֽי־לְעוֹלָ֣ם חַסְדּ֔וֹ מְבִאִ֥ים תּוֹדָ֖ה בֵּ֣ית יְהוָ֑ה כִּֽי־אָשִׁ֧יב אֶת־שְׁבוּת־הָאָ֛רֶץ כְּבָרִאשֹׁנָ֖ה אָמַ֥ר יְהוָֽה׃ ס	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
JER	34	19	JER 34:19	HEB	12	בִּתְרֵ֥י	בִּתְרֵי	2	cardinal	NOVEL_NUMERIC_CANDIDATE		0	שָׂרֵ֨י יְהוּדָ֜ה וְשָׂרֵ֣י יְרוּשָׁלַ͏ִ֗ם הַסָּֽרִסִים֙ וְהַכֹּ֣הֲנִ֔ים וְכֹ֖ל עַ֣ם הָאָ֑רֶץ הָעֹ֣בְרִ֔ים בֵּ֖ין בִּתְרֵ֥י הָעֵֽגֶל׃	NUMERIC	2	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
JER	50	9	JER 50:9	HEB	17	חִצָּיו֙	חִצָּיו	1/2	fraction	NOVEL_NUMERIC_CANDIDATE		0	כִּ֣י הִנֵּ֣ה אָנֹכִ֡י מֵעִיר֩ וּמַעֲלֶ֨ה עַל־בָּבֶ֜ל קְהַל־גּוֹיִ֤ם גְּדֹלִים֙ מֵאֶ֣רֶץ צָפ֔וֹן וְעָ֣רְכוּ לָ֔הּ מִשָּׁ֖ם תִּלָּכֵ֑ד חִצָּיו֙ כְּגִבּ֣וֹר מַשְׁכִּ֔יל לֹ֥א יָשׁ֖וּב רֵיקָֽם׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
JER	51	36	JER 51:36	HEB	15	וְהֹבַשְׁתִּ֖י	וְהֹבַשְׁתִּי	2	cardinal_or_ordinal	NOVEL_NUMERIC_CANDIDATE		0	לָכֵ֗ן כֹּ֚ה אָמַ֣ר יְהוָ֔ה הִנְנִי־רָב֙ אֶת־רִיבֵ֔ךְ וְנִקַּמְתִּ֖י אֶת־נִקְמָתֵ֑ךְ וְהַחֲרַבְתִּי֙ אֶת־יַמָּ֔הּ וְהֹבַשְׁתִּ֖י אֶת־מְקוֹרָֽהּ׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
JER	51	39	JER 51:39	HEB	4	מִשְׁתֵּיהֶ֗ם	מִשְׁתֵּיהֶם	2	cardinal_or_ordinal	NOVEL_NUMERIC_CANDIDATE		0	בְּחֻמָּ֞ם אָשִׁ֣ית אֶת־מִשְׁתֵּיהֶ֗ם וְהִשְׁכַּרְתִּים֙ לְמַ֣עַן יַעֲלֹ֔זוּ וְיָשְׁנ֥וּ שְׁנַת־עוֹלָ֖ם וְלֹ֣א יָקִ֑יצוּ נְאֻ֖ם יְהוָֽה׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
JHN	1	3	JHN 1:3	GRK	10	ἕν	ἕν	1	cardinal	NOVEL_NUMERIC_CANDIDATE		0	πάντα δι’ αὐτοῦ ἐγένετο, καὶ χωρὶς αὐτοῦ ἐγένετο οὐδὲ ἕν. ὃ γέγονεν	NUMERIC	1	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
JHN	3	27	JHN 3:27	GRK	10	ἓν	ἓν	1	cardinal	NOVEL_NUMERIC_CANDIDATE		0	ἀπεκρίθη Ἰωάννης καὶ εἶπεν, Οὐ δύναται ἄνθρωπος λαμβάνειν οὐδὲ ἓν ἐὰν μὴ ᾖ δεδομένον αὐτῷ ἐκ τοῦ οὐρανοῦ.	NUMERIC	1	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
JHN	6	22	JHN 6:22	GRK	19	ἓν	ἓν	1	cardinal	NOVEL_NUMERIC_CANDIDATE		0	Τῇ ἐπαύριον ὁ ὄχλος ὁ ἑστηκὼς πέραν τῆς θαλάσσης εἶδον ὅτι πλοιάριον ἄλλο οὐκ ἦν ἐκεῖ εἰ μὴ ἓν καὶ ὅτι οὐ συνεισῆλθεν τοῖς μαθηταῖς αὐτοῦ ὁ Ἰησοῦς εἰς τὸ πλοῖον ἀλλὰ μόνοι οἱ μαθηταὶ αὐτοῦ ἀπῆλθον·	NUMERIC	1	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
JHN	7	21	JHN 7:21	GRK	6	Ἓν	ἓν	1	cardinal	NOVEL_NUMERIC_CANDIDATE		0	ἀπεκρίθη Ἰησοῦς καὶ εἶπεν αὐτοῖς, Ἓν ἔργον ἐποίησα καὶ πάντες θαυμάζετε.	NUMERIC	1	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
JHN	9	25	JHN 9:25	GRK	9	ἓν	ἓν	1	cardinal	NOVEL_NUMERIC_CANDIDATE		0	ἀπεκρίθη οὖν ἐκεῖνος, Εἰ ἁμαρτωλός ἐστιν οὐκ οἶδα· ἓν οἶδα ὅτι τυφλὸς ὢν ἄρτι βλέπω.	NUMERIC	1	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
JHN	10	30	JHN 10:30	GRK	5	ἕν	ἕν	1	cardinal	NOVEL_NUMERIC_CANDIDATE		0	ἐγὼ καὶ ὁ πατὴρ ἕν ἐσμεν.	NUMERIC	1	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
JHN	11	52	JHN 11:52	GRK	18	ἕν	ἕν	1	cardinal	NOVEL_NUMERIC_CANDIDATE		0	καὶ οὐχ ὑπὲρ τοῦ ἔθνους μόνον ἀλλ’ ἵνα καὶ τὰ τέκνα τοῦ θεοῦ τὰ διεσκορπισμένα συναγάγῃ εἰς ἕν.	NUMERIC	1	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
JHN	17	11	JHN 17:11	GRK	30	ἓν	ἓν	1	cardinal	NOVEL_NUMERIC_CANDIDATE		0	καὶ οὐκέτι εἰμὶ ἐν τῷ κόσμῳ, καὶ αὐτοὶ ἐν τῷ κόσμῳ εἰσίν, κἀγὼ πρὸς σὲ ἔρχομαι. Πάτερ ἅγιε, τήρησον αὐτοὺς ἐν τῷ ὀνόματί σου ᾧ δέδωκάς μοι, ἵνα ὦσιν ἓν καθὼς ἡμεῖς.	NUMERIC	1	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
JHN	17	21	JHN 17:21	GRK	3	ἓν	ἓν	1	cardinal	NOVEL_NUMERIC_CANDIDATE		0	ἵνα πάντες ἓν ὦσιν, καθὼς σύ, πάτερ, ἐν ἐμοὶ κἀγὼ ἐν σοί, ἵνα καὶ αὐτοὶ ἐν ἡμῖν ὦσιν, ἵνα ὁ κόσμος πιστεύῃ ὅτι σύ με ἀπέστειλας.	NUMERIC	1	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
JHN	17	22	JHN 17:22	GRK	11	ἓν	ἓν	1	cardinal	NOVEL_NUMERIC_CANDIDATE		0	κἀγὼ τὴν δόξαν ἣν δέδωκάς μοι δέδωκα αὐτοῖς, ἵνα ὦσιν ἓν καθὼς ἡμεῖς ἕν·	NUMERIC	1	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
JHN	17	22	JHN 17:22	GRK	14	ἕν	ἕν	1	cardinal	NOVEL_NUMERIC_CANDIDATE		0	κἀγὼ τὴν δόξαν ἣν δέδωκάς μοι δέδωκα αὐτοῖς, ἵνα ὦσιν ἓν καθὼς ἡμεῖς ἕν·	NUMERIC	1	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
JHN	17	23	JHN 17:23	GRK	12	ἕν	ἕν	1	cardinal	NOVEL_NUMERIC_CANDIDATE		0	ἐγὼ ἐν αὐτοῖς καὶ σὺ ἐν ἐμοί, ἵνα ὦσιν τετελειωμένοι εἰς ἕν, ἵνα γινώσκῃ ὁ κόσμος ὅτι σύ με ἀπέστειλας καὶ ἠγάπησας αὐτοὺς καθὼς ἐμὲ ἠγάπησας.	NUMERIC	1	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
JHN	21	25	JHN 21:25	GRK	14	ἕν	ἕν	1	cardinal	NOVEL_NUMERIC_CANDIDATE		0	Ἔστιν δὲ καὶ ἄλλα πολλὰ ἃ ἐποίησεν ὁ Ἰησοῦς, ἅτινα ἐὰν γράφηται καθ’ ἕν, οὐδ’ αὐτὸν οἶμαι τὸν κόσμον χωρῆσαι τὰ γραφόμενα βιβλία.	NUMERIC	1	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
JOB	1	13	JOB 1:13	HEB	6	וְשֹׁתִ֣ים	וְשֹׁתִים	2	cardinal_or_ordinal	NOVEL_NUMERIC_CANDIDATE		0	וַיְהִ֖י הַיּ֑וֹם וּבָנָ֨יו וּבְנֹתָ֤יו אֹֽכְלִים֙ וְשֹׁתִ֣ים יַ֔יִן בְּבֵ֖ית אֲחִיהֶ֥ם הַבְּכֽוֹר׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
JOB	1	18	JOB 1:18	HEB	10	וְשֹׁתִ֣ים	וְשֹׁתִים	2	cardinal_or_ordinal	NOVEL_NUMERIC_CANDIDATE		0	עַ֚ד זֶ֣ה מְדַבֵּ֔ר וְזֶ֖ה בָּ֣א וַיֹּאמַ֑ר בָּנֶ֨יךָ וּבְנוֹתֶ֤יךָ אֹֽכְלִים֙ וְשֹׁתִ֣ים יַ֔יִן בְּבֵ֖ית אֲחִיהֶ֥ם הַבְּכֽוֹר׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
JOB	4	10	JOB 4:10	HEB	5	וְשִׁנֵּ֖י	וְשִׁנֵּי	2	cardinal_or_ordinal	NOVEL_NUMERIC_CANDIDATE		0	שַׁאֲגַ֣ת אַ֭רְיֵה וְק֣וֹל שָׁ֑חַל וְשִׁנֵּ֖י כְפִירִ֣ים נִתָּֽעוּ׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
JOB	13	14	JOB 13:14	HEB	5	בְשִׁנָּ֑י	בְשִׁנָּי	2	cardinal_or_ordinal	NOVEL_NUMERIC_CANDIDATE		0	עַל־מָ֤ה_׀ אֶשָּׂ֣א בְשָׂרִ֣י בְשִׁנָּ֑י וְ֝נַפְשִׁ֗י אָשִׂ֥ים בְּכַפִּֽי׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
JOB	19	20	JOB 19:20	HEB	7	שִׁנָּֽי׃	שִׁנָּי	2	cardinal_or_ordinal	NOVEL_NUMERIC_CANDIDATE		0	בְּעוֹרִ֣י וּ֭בִבְשָׂרִי דָּבְקָ֣ה עַצְמִ֑י וָ֝אֶתְמַלְּטָ֗ה בְּע֣וֹר שִׁנָּֽי׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
JOB	29	14	JOB 29:14	HEB	2	לָ֭בַשְׁתִּי	לָבַשְׁתִּי	2	cardinal_or_ordinal	NOVEL_NUMERIC_CANDIDATE		0	צֶ֣דֶק לָ֭בַשְׁתִּי וַיִּלְבָּשֵׁ֑נִי כִּֽמְעִ֥יל וְ֝צָנִ֗יף מִשְׁפָּטִֽי׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
JOB	34	6	JOB 34:6	HEB	5	חִצִּ֣י	חִצִּי	1/2	fraction	NOVEL_NUMERIC_CANDIDATE		0	עַל־מִשְׁפָּטִ֥י אֲכַזֵּ֑ב אָנ֖וּשׁ חִצִּ֣י בְלִי־פָֽשַׁע׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
JOL	1	6	JOL 1:6	HEB	10	שִׁנֵּ֣י	שִׁנֵּי	2	cardinal_or_ordinal	NOVEL_NUMERIC_CANDIDATE		0	כִּֽי־גוֹי֙ עָלָ֣ה עַל־אַרְצִ֔י עָצ֖וּם וְאֵ֣ין מִסְפָּ֑ר שִׁנָּיו֙ שִׁנֵּ֣י אַרְיֵ֔ה וּֽמְתַלְּע֥וֹת לָבִ֖יא לֽוֹ׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
JOS	1	14	JOS 1:14	HEB	14	חֲמֻשִׁ֜ים	חֲמֻשִׁים	50	cardinal	NOVEL_NUMERIC_CANDIDATE		0	נְשֵׁיכֶ֣ם טַפְּכֶם֮ וּמִקְנֵיכֶם֒ יֵשְׁב֕וּ בָּאָ֕רֶץ אֲשֶׁ֨ר נָתַ֥ן לָכֶ֛ם מֹשֶׁ֖ה בְּעֵ֣בֶר הַיַּרְדֵּ֑ן וְאַתֶּם֩ תַּעַבְר֨וּ חֲמֻשִׁ֜ים לִפְנֵ֣י אֲחֵיכֶ֗ם כֹּ֚ל גִּבּוֹרֵ֣י הַחַ֔יִל וַעֲזַרְתֶּ֖ם אוֹתָֽם׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
JOS	4	12	JOS 4:12	HEB	9	חֲמֻשִׁ֔ים	חֲמֻשִׁים	50	cardinal	NOVEL_NUMERIC_CANDIDATE		0	וַ֠יַּעַבְרוּ בְּנֵי־רְאוּבֵ֨ן וּבְנֵי־גָ֜ד וַחֲצִ֨י שֵׁ֤בֶט הַֽמְנַשֶּׁה֙ חֲמֻשִׁ֔ים לִפְנֵ֖י בְּנֵ֣י יִשְׂרָאֵ֑ל כַּאֲשֶׁ֛ר דִּבֶּ֥ר אֲלֵיהֶ֖ם מֹשֶֽׁה׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
JOS	8	33	JOS 8:33	HEB	19	חֶצְיוֹ֙	חֶצְיוֹ	1/2	fraction	NOVEL_NUMERIC_CANDIDATE		0	וְכָל־יִשְׂרָאֵ֡ל וּזְקֵנָ֡יו וְשֹׁטְרִ֣ים_׀ וְשֹׁפְטָ֡יו עֹמְדִ֣ים מִזֶּ֣ה_׀ וּמִזֶּ֣ה_׀ לָאָר֡וֹן נֶגֶד֩ הַכֹּהֲנִ֨ים הַלְוִיִּ֜ם נֹשְׂאֵ֣י_׀ אֲר֣וֹן בְּרִית־יְהוָ֗ה כַּגֵּר֙ כָּֽאֶזְרָ֔ח חֶצְיוֹ֙ אֶל־מ֣וּל הַר־גְּרִזִ֔ים וְהַֽחֶצְי֖וֹ אֶל־מ֣וּל הַר־עֵיבָ֑ל כַּאֲשֶׁ֨ר צִוָּ֜ה מֹשֶׁ֣ה עֶֽבֶד־יְהוָ֗ה לְבָרֵ֛ךְ אֶת־הָעָ֥ם יִשְׂרָאֵ֖ל בָּרִאשֹׁנָֽה׃	NUMERIC	1/2	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
JOS	8	33	JOS 8:33	HEB	24	וְהַֽחֶצְי֖וֹ	וְהַחֶצְיוֹ	1/2	fraction	NOVEL_NUMERIC_CANDIDATE		0	וְכָל־יִשְׂרָאֵ֡ל וּזְקֵנָ֡יו וְשֹׁטְרִ֣ים_׀ וְשֹׁפְטָ֡יו עֹמְדִ֣ים מִזֶּ֣ה_׀ וּמִזֶּ֣ה_׀ לָאָר֡וֹן נֶגֶד֩ הַכֹּהֲנִ֨ים הַלְוִיִּ֜ם נֹשְׂאֵ֣י_׀ אֲר֣וֹן בְּרִית־יְהוָ֗ה כַּגֵּר֙ כָּֽאֶזְרָ֔ח חֶצְיוֹ֙ אֶל־מ֣וּל הַר־גְּרִזִ֔ים וְהַֽחֶצְי֖וֹ אֶל־מ֣וּל הַר־עֵיבָ֑ל כַּאֲשֶׁ֨ר צִוָּ֜ה מֹשֶׁ֣ה עֶֽבֶד־יְהוָ֗ה לְבָרֵ֛ךְ אֶת־הָעָ֥ם יִשְׂרָאֵ֖ל בָּרִאשֹׁנָֽה׃	NUMERIC	1/2	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
JOS	15	14	JOS 15:14	HEB	9	שֵׁשַׁ֤י	שֵׁשַׁי	6	ordinal	NOVEL_NUMERIC_CANDIDATE		0	וַיֹּ֤רֶשׁ מִשָּׁם֙ כָּלֵ֔ב אֶת־שְׁלוֹשָׁ֖ה בְּנֵ֣י הָעֲנָ֑ק אֶת־שֵׁשַׁ֤י וְאֶת־אֲחִימַן֙ וְאֶת־תַּלְמַ֔י יְלִידֵ֖י הָעֲנָֽק׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
JOS	22	7	JOS 22:7	HEB	7	וּלְחֶצְי֗וֹ	וּלְחֶצְיוֹ	1/2	fraction	NOVEL_NUMERIC_CANDIDATE		0	וְלַחֲצִ֣י_׀ שֵׁ֣בֶט הַֽמְנַשֶּׁ֗ה נָתַ֣ן מֹשֶׁה֮ בַּבָּשָׁן֒ וּלְחֶצְי֗וֹ נָתַ֤ן יְהוֹשֻׁ֙עַ֙ עִם־אֲחֵיהֶ֔ם *מֵעֵבֶר **בְּעֵ֥בֶר הַיַּרְדֵּ֖ן יָ֑מָּה וְ֠גַם כִּ֣י שִׁלְּחָ֧ם יְהוֹשֻׁ֛עַ אֶל־אָהֳלֵיהֶ֖ם וַיְבָרֲכֵֽם׃	NUMERIC	1/2	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
LAM	3	16	LAM 3:16	HEB	3	שִׁנָּ֔י	שִׁנָּי	2	cardinal_or_ordinal	NOVEL_NUMERIC_CANDIDATE		0	וַיַּגְרֵ֤ס בֶּֽחָצָץ֙ שִׁנָּ֔י הִכְפִּישַׁ֖נִי בָּאֵֽפֶר׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
LAM	4	21	LAM 4:21	HEB	1	שִׂ֤ישִׂי	שִׂישִׂי	6	ordinal	NOVEL_NUMERIC_CANDIDATE		0	שִׂ֤ישִׂי וְשִׂמְחִי֙ בַּת־אֱד֔וֹם *יוֹשַׁבְתִּי **יוֹשֶׁ֖בֶת בְּאֶ֣רֶץ ע֑וּץ גַּם־עָלַ֙יִךְ֙ תַּעֲבָר־כּ֔וֹס תִּשְׁכְּרִ֖י וְתִתְעָרִֽי׃ ס	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
LAM	5	11	LAM 5:11	HEB	4	בְּתֻלֹ֖ת	בְּתֻלֹת	3	cardinal	NOVEL_NUMERIC_CANDIDATE		0	נָשִׁים֙ בְּצִיּ֣וֹן עִנּ֔וּ בְּתֻלֹ֖ת בְּעָרֵ֥י יְהוּדָֽה׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
